origin	packages	license	source_kind	source_asset	source_member	source_url	source_size	source_sha256	notice_section	notice_sha256
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/regex/tre-mem.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4067	4721979ce365a395fd7644335c847a8a97913e87f14348641f7f199b57b93e28	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/regex/tre.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	6990	e734e68decc33b5ee983db12cabcbdd2589c2d16088677228087b0e5dc365cf3	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/stdlib/qsort.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	5127	dc9a8fd43bd2c98c437c05c214a8715df22ed746a2912969eb154fa9090213f4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/string/aarch64/memcpy.S	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4437	1ead3716276e8a58e2e015e89fd565d9f33c10b2bc482c303b68b90c9d0f7cef	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/string/aarch64/memset.S	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2386	4eacce5e57f178a284fd5a48925f4398d593df6cb2b6f727bb495a78fd3cbabf	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
openssl	libcrypto3@3.5.7-r0,libssl3@3.5.7-r0	Apache-2.0	aports	aports/openssl.tar.gz	aports-4a4352d83ab03720965454a8c7b30b1b6a996c84-4a4352d83ab03720965454a8c7b30b1b6a996c84-main-openssl/main/openssl/APKBUILD	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=4a4352d83ab03720965454a8c7b30b1b6a996c84&path=main%2Fopenssl	7053	63b8a9adf00a6076c830b79e4c1f56d9ac57f29a4b068e0d5bf7c62073758ea2	openssl	49934cec113e34f9056271fd033de0c1ea1e9374a5911819a0056016e92a9dca
openssl	libcrypto3@3.5.7-r0,libssl3@3.5.7-r0	Apache-2.0	upstream	distfiles/openssl/openssl-3.5.7.tar.gz	openssl-3.5.7/AUTHORS.md	https://github.com/openssl/openssl/releases/download/openssl-3.5.7/openssl-3.5.7.tar.gz	1022	b9f638dfc06b59c2d3b808186c3b30f713805a5db390f5b77b1703ac58acb83e	openssl	49934cec113e34f9056271fd033de0c1ea1e9374a5911819a0056016e92a9dca
openssl	libcrypto3@3.5.7-r0,libssl3@3.5.7-r0	Apache-2.0	upstream	distfiles/openssl/openssl-3.5.7.tar.gz	openssl-3.5.7/LICENSE.txt	https://github.com/openssl/openssl/releases/download/openssl-3.5.7/openssl-3.5.7.tar.gz	10175	7d5450cb2d142651b8afa315b5f238efc805dad827d91ba367d8516bc9d49e7a	openssl	49934cec113e34f9056271fd033de0c1ea1e9374a5911819a0056016e92a9dca
openssl	libcrypto3@3.5.7-r0,libssl3@3.5.7-r0	Apache-2.0	upstream	distfiles/openssl/openssl-3.5.7.tar.gz	openssl-3.5.7/README.md	https://github.com/openssl/openssl/releases/download/openssl-3.5.7/openssl-3.5.7.tar.gz	8137	f68c351048c11bd8499b9d6ef8b283386d4544cc556fd2679a2ff2b1c50a378b	openssl	49934cec113e34f9056271fd033de0c1ea1e9374a5911819a0056016e92a9dca
pax-utils	scanelf@1.3.9-r1	GPL-2.0-only	aports	aports/pax-utils.tar.gz	aports-c61801eeacb3ffcd9c2025b09e402153bb93fb39-c61801eeacb3ffcd9c2025b09e402153bb93fb39-main-pax-utils/main/pax-utils/APKBUILD	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=c61801eeacb3ffcd9c2025b09e402153bb93fb39&path=main%2Fpax-utils	1568	f33df75f467601dcd73038b4e15029de60338a5f3f7d9a37574475a723b07c20	pax-utils	94a98e8ff7035777c398f8b1a86a10728a87425e026bacc72163e5a1c6ea5830
pax-utils	scanelf@1.3.9-r1	GPL-2.0-only	authority	license-inputs/LGPL-2.1.txt	-	https://www.gnu.org/licenses/old-licenses/lgpl-2.1.txt	26521	592987e8510228d546540b84a22444bde98e48d03078d3b2eefcd889bec5ce8c	lgpl-2.1	0e0c13878a838747247f3b535258818ec8a38c16079c1464f3719b0ddf67e49e
pax-utils	scanelf@1.3.9-r1	GPL-2.0-only	upstream	distfiles/pax-utils/pax-utils-1.3.9.tar.xz	pax-utils-1.3.9/COPYING	https://dev.gentoo.org/~sam/distfiles/app-misc/pax-utils/pax-utils-1.3.9.tar.xz	18011	e6d6a009505e345fe949e1310334fcb0747f28dae2856759de102ab66b722cb4	gpl-2.0	33bd7da2e1769debe0f67ff385ac314994515ab3d62985ba20800479c7f029b6
pax-utils	scanelf@1.3.9-r1	GPL-2.0-only	upstream	distfiles/pax-utils/pax-utils-1.3.9.tar.xz	pax-utils-1.3.9/elf.h	https://dev.gentoo.org/~sam/distfiles/app-misc/pax-utils/pax-utils-1.3.9.tar.xz	194558	dce98d789b947183f58248a7f0ac0459198b948c5ad655f6423e7e7f87984c8d	pax-utils	94a98e8ff7035777c398f8b1a86a10728a87425e026bacc72163e5a1c6ea5830
pax-utils	scanelf@1.3.9-r1	GPL-2.0-only	upstream	distfiles/pax-utils/pax-utils-1.3.9.tar.xz	pax-utils-1.3.9/scanelf.c	https://dev.gentoo.org/~sam/distfiles/app-misc/pax-utils/pax-utils-1.3.9.tar.xz	69337	11290bef26ff8f40e6151f8928a63a84d26031a9a119414b513b309bed8ef971	pax-utils	94a98e8ff7035777c398f8b1a86a10728a87425e026bacc72163e5a1c6ea5830
skalibs	busybox@1.37.0-r31	ISC	aports	aports/skalibs.tar.gz	aports-c3ef5d10e6ef6528852c51f0564963e2f8c1be19-c3ef5d10e6ef6528852c51f0564963e2f8c1be19-main-skalibs/main/skalibs/APKBUILD	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=c3ef5d10e6ef6528852c51f0564963e2f8c1be19&path=main%2Fskalibs	1173	cef9dbfaa88a043ddca6768e7bdda583b7f0858a6414e5c68e86c1da04f28722	skalibs	69dc1dccd5183a2a9cf5fee40b64d8566721fd1670fe1c4cd3b8cbeb84ea7081
skalibs	busybox@1.37.0-r31	ISC	upstream	distfiles/skalibs/skalibs-2.14.5.0.tar.gz	skalibs-2.14.5.0/COPYING	https://distfiles.alpinelinux.org/distfiles/edge/skalibs-2.14.5.0.tar.gz	760	cadf2c7d05a2c425250211c01db2ff33fa2bc31e293c8c040227b046ce1cb77f	skalibs	69dc1dccd5183a2a9cf5fee40b64d8566721fd1670fe1c4cd3b8cbeb84ea7081
utmps	busybox@1.37.0-r31	ISC	aports	aports/utmps.tar.gz	aports-c3ef5d10e6ef6528852c51f0564963e2f8c1be19-c3ef5d10e6ef6528852c51f0564963e2f8c1be19-main-utmps/main/utmps/APKBUILD	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=c3ef5d10e6ef6528852c51f0564963e2f8c1be19&path=main%2Futmps	3132	c501271c9eadcef1ba8adc10602c0570caf00c0878c97d9f369f428590e7dd30	utmps	7b12076621f5358bd20d3dd09b127b0df0b8583da6fb31b638c7c9aa9d9bb5e6
utmps	busybox@1.37.0-r31	ISC	upstream	distfiles/utmps/utmps-0.1.3.2.tar.gz	utmps-0.1.3.2/COPYING	https://distfiles.alpinelinux.org/distfiles/v3.24/utmps-0.1.3.2.tar.gz	760	0f415da77eb45ab52dad82f23c1f46e827bacb0b68d6f42c919ae8f3d254fb97	utmps	7b12076621f5358bd20d3dd09b127b0df0b8583da6fb31b638c7c9aa9d9bb5e6
zlib	zlib@1.3.2-r0	Zlib	aports	aports/zlib.tar.gz	aports-f248b33b5943c7dc69bf691031d7612ab2e8ed93-f248b33b5943c7dc69bf691031d7612ab2e8ed93-main-zlib/main/zlib/APKBUILD	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=f248b33b5943c7dc69bf691031d7612ab2e8ed93&path=main%2Fzlib	924	7b8d064be19f39b5e921e9e2dddb960964c6e159ca035848cc362375f0da9b9f	zlib	075eef580e8cfdc83bfcf567c016b25ce56fc06c83d77f3f21502fc55b1eba60
zlib	zlib@1.3.2-r0	Zlib	upstream	distfiles/zlib/zlib-1.3.2.tar.gz	zlib-1.3.2/LICENSE	https://zlib.net/fossils/zlib-1.3.2.tar.gz	1002	e32ff4e00d9d94930537635291da39e7e612703334bf6fde8c7f1686fe8a45a2	zlib	075eef580e8cfdc83bfcf567c016b25ce56fc06c83d77f3f21502fc55b1eba60
